530567,279122
1631074,1205356
113843,279122
805973,279122
1530742,279122
68522,279122
821534,279122
321605,279122
831957,279122
984648,1205356
1683128,279122
1198802,1181827
1176692,1181827
386896,386923
948253,279122
273710,279122
1233822,279122
557347,279122
1502793,1181827
1508017,1181827
190569,279122
1389766,279122
880528,279122
806938,1205356
1102283,1101501
1421697,279122
1469920,279122
1159533,1205356
546920,1205356
322085,279122
781719,279122
925877,279122
1514017,1205356
274665,279122
282167,279122
260793,279122
299121,279122
610189,279122
1062715,1181827
154270,279122
883485,279122
1064252,1181827
1005400,279122
751033,279122
1409397,279122
806480,279122
245388,279122
1005185,279122
598759,279122
55239,1205356
1465257,279122
1727526,279122
9867,279122
262406,1181827
65463,279122
1413957,279122
1415357,279122
344063,279122
1106036,1205356
1500569,279122
1224094,1181827
65503,279122
363067,279122
232658,279122
1163952,1181827
688176,279122
1180290,1181827
1662316,279122
845959,279122
393972,279122
594691,279122
1038816,1181827
1660759,279122
1101974,1101501
1157367,279122
64887,279122
458817,1205356
1264536,1181827
1714913,279122
560413,1205356
1437525,1181827
116417,279122
944767,279122
1058405,1181827
1563088,1181827
1118686,1205356
400745,1181827
451556,279122
773725,279122
1061413,1181827
1136225,279122
138156,1205356
1004297,279122
1232145,279122
17341,279122
939918,279122
1677824,279122
259311,279122
1213678,279122
75254,279122
1181855,1181827
303399,279122
1376669,1181827
276465,279122
407298,279122
1681308,279122
460213,1205356
1399237,279122
132405,279122
315596,279122
1409553,279122
676844,1181827
841009,1205356
1344226,279122
890486,1205356
312104,279122
341831,1205356
741530,1181827
504276,1205356
656948,279122
912948,279122
261325,279122
1484417,279122
1057934,1181827
561387,1205356
41086,1181827
1537554,279122
327057,279122
100775,1205356
280391,279122
453946,279122
1424868,279122
926033,279122
1101875,1101501
614047,279122
1605832,279122
1655858,279122
264017,1181827
57091,1205356
1160778,1205356
210172,1181827
1504887,1181827
1179153,1181827
394832,279122
1061788,1181827
358090,1181827
718387,1181827
519363,279122
321857,279122
1195058,1181827
1453920,1181827
1784953,1205356
351574,1205356
600253,279122
1131445,1181827
1418732,279122
703416,1205356
123530,1205356
1288432,1181827
1544823,279122
59479,1205356
1661983,279122
1620176,279122
1545380,279122
801969,1205356
1392547,1205356
276212,279122
267283,279122
903280,279122
1090965,279122
433389,1205356
667515,1205356
1089898,279122
1175939,1181827
173603,1205356
1106046,1205356
209680,1205356
1122768,279122
1563659,279122
1475275,279122
1045007,1205356
1133685,1205356
1516385,1205356
467747,1205356
1175818,1181827
49847,1205356
189345,1205356
67067,279122
696177,1205356
846749,1205356
1495152,1181827
1517496,279122
1413822,279122
944817,279122
262424,1181827
1517495,279122
444535,1205356
749533,1181827
274598,279122
1017686,1181827
1206936,279122
49194,279122
946990,279122
1160545,279122
1179813,1181827
32420,1205356
239826,279122
25612,279122
275527,1181827
871485,871329
1654908,279122
1218925,1205356
169212,1205356
1398693,279122
178198,1101501
651050,279122
1504040,1181827
773614,279122
1471997,1205356
1110650,279122
643247,279122
1743982,279122
122586,279122
8087,279122
260594,279122
465549,279122
948906,946976
978220,279122
1393276,1205356
1024531,1181827
745171,279122
1679085,279122
321793,279122
1026137,1181827
1090887,279122
529576,1005285
1021941,1181827
1397487,279122
1704602,1181827
1407172,279122
620455,1205356
808528,279122
1538594,279122
636409,279122
1294332,279122
459253,1205356
1039671,1181827
1512323,279122
1224929,1181827
1409482,279122
1537937,279122
304013,279122
1552187,279122
1661309,1205356
1537998,279122
1061360,1181827
1164939,279122
1637429,1205356
1258192,1205356
7047,6283
7246,6283
153509,279122
255124,279122
363216,279122
303077,279122
519242,279122
636309,1181827
1078014,1181827
1092125,1092163
137986,279122
250048,279122
386937,386923
1178481,1181827
943020,263687
1402036,279122
1081125,279122
684539,279122
724655,279122
1716339,279122
1610944,279122
751198,279122
834599,279122
12487,279122
134356,279122
1092634,279122
19751,279122
876753,279122
1409257,279122
947138,279122
1494846,1181827
469249,279122
6372,6283
1006040,279122
769287,1101501
1776657,279122
977283,279122
1090929,279122
1535572,279122
65550,279122
111195,279122
330205,279122
1182257,1181827
1179367,1181827
127422,1205356
1239721,1181827
1493592,1205356
1159779,1205356
37820,279122
149390,279122
261699,279122
65292,279122
66704,279122
1130173,1181827
1400956,279122
1065527,1181827
1179268,1181827
1684892,279122
264476,279122
1468340,279122
1478888,279122
1061758,1181827
468991,279122
242374,279122
1663428,279122
1169494,1181827
978415,279122
1159642,1205356
1066075,1181827
1787826,1205356
259406,279122
1163886,1181827
1195707,1181827
358890,1205356
116039,279122
1756313,1205356
407866,279122
1606040,279122
838478,1181827
751054,279122
337266,279122
1186071,1181827
313435,279122
979372,1205356
1174852,1181827
1499172,1181827
1392316,1205356
237909,279122
1111181,1205356
1214746,279122
1236312,279122
282796,279122
1635604,279122
1654647,1205356
262415,1181827
1089279,279122
60679,1205356
341824,1205356
29265,279122
387137,386923
873169,279122
1537585,279122
822456,279122
1620008,279122
1409354,279122
193309,1205356
264727,279122
1053432,1181827
611094,1181827
218623,1205356
1165385,1181827
476110,279122
1055844,1181827
1533444,279122
1100383,1102833
544411,279122
234380,279122
66182,279122
1102021,279122
214068,1205356
8964,279122
810221,279122
1168379,279122
1535201,279122
146819,279122
1494018,1205356
251314,279122
1584328,279122
301782,279122
274983,279122
1379631,1181827
1495460,1205356
459364,1205356
402546,279122
122306,279122
110068,1205356
386708,279122
341512,279122
469392,279122
1256254,1205356
1603014,1181827
1136388,279122
38234,279122
909626,279122
1226614,1181827
1444910,279122
568305,279122
901176,1181827
12373,279122
399398,279122
648429,279122
1386056,279122
137084,279122
887468,1205356
1134804,1205356
1660815,279122
534093,279122
1100341,279122
1064761,1181827
1665167,279122
1057271,1181827
15420,279122
518794,279122
233620,279122
1086905,279122
376948,279122
1178763,1181827
453032,279122
175706,1205356
275629,279122
1101819,1101501
559743,279122
595595,279122
290348,279122
925670,279122
1181314,1181827
67654,279122
231017,1205356
1104758,279122
1342300,1205356
1551042,279122
541589,1205356
595979,279122
1102697,279122
441152,279122
264355,279122
318765,279122
1531364,279122
1165471,1181827
1403859,279122
10004,279122
1116102,279122
196052,1181827
1603632,1181827
1173032,1181827
1235094,279122
1409620,279122
1163457,1181827
595532,279122
1134044,1205356
118639,279122
133718,279122
262918,279122
320240,1181827
1487793,279122
1270044,1181827
544629,279122
235211,279122
1387276,279122
618433,1205356
388227,279122
85349,82123
1177804,1181827
1337822,1181827
647987,279122
116303,279122
67000,279122
498313,279122
1101422,1101501
1024857,1181827
1227486,1181827
1184462,1181827
1167368,279122
1504754,279122
1091328,279122
1399485,1181827
434118,279122
619309,1205356
944169,1181827
325716,279122
1374180,279122
434591,279122
1329059,279122
1075476,1205356
1740427,279122
1150562,279122
260492,279122
947157,279122
1496084,1181827
283451,279122
242472,279122
333928,279122
808529,279122
18886,279122
152066,279122
271857,279122
1515865,1205356
1778457,1205356
1195364,1181827
1665172,279122
821522,279122
1399228,279122
303184,279122
115439,279122
455057,1205356
888895,279122
82636,279122
1102097,1101501
649480,279122
1159844,1205356
1132986,1205356
1024340,1181827
645060,279122
1400461,279122
1121018,1205356
801753,1205356
1234428,279122
1647996,279122
1178589,1181827
138152,1205356
1063518,1181827
184040,1205356
1007499,279122
394592,279122
809252,279122
1390489,1205356
67698,279122
130554,279122
276154,1181827
508602,279122
1053711,1181827
1390770,1205356
566852,279122
804033,279122
1100399,1102833
1774720,279122
652933,279122
1059944,1181827
1103080,1101501
1136282,279122
395525,279122
327137,279122
1096405,1205356
1168995,279122
1453234,279122
38868,279122
7170,1205356
320815,279122
261777,279122
304525,279122
1656544,1205356
1283668,279122
1405591,279122
65754,279122
1551278,279122
1113842,279122
1544302,1181827
903208,279122
721175,1205356
1063966,1181827
29590,279122
59448,1205356
1131494,1181827
1218880,279122
1263882,1181827
245815,279122
721575,279122
1383509,1205356
257238,279122
63613,1099572
1531637,1205356
1341705,1205356
1400561,279122
1063715,1181827
60552,279122
123446,279122
1390600,1205356
434815,279122
681804,1205356
1333600,1333660
199721,1205356
762367,279122
328479,279122
1184816,1181827
227049,279122
1174451,1181827
96554,279122
197857,279122
1412431,1205356
1518684,279122
751512,279122
1594066,1181827
870293,279122
1059716,1181827
150195,279122
394838,279122
119063,279122
560107,1181827
275620,279122
1450503,279122
1399231,279122
1136166,279122
1395427,1205356
8808,6283
312058,279122
66102,279122
1159837,1205356
945073,279122
271751,279122
253940,279122
777415,279122
215086,1181827
1367336,279122
617746,1205356
1433228,279122
266780,279122
1405056,279122
276085,279122
53068,279122
731437,1205356
1169045,1205356
925373,279122
379479,386923
977675,279122
1118845,1205356
1084889,1181827
1516294,279122
301223,279122
1061974,1181827
16150,279122
110040,1205356
1023646,279122
374263,279122
1180067,1181827
782598,279122
1716014,279122
693021,279122
279918,279122
38956,279122
947565,279122
839907,279122
1120366,1205356
912951,279122
910670,1205356
1680138,279122
1380429,279122
1074939,1181827
117862,279122
1103410,1101501
1401062,279122
263498,279122
1178500,1181827
1239744,1181827
1452995,279122
1185769,1181827
1163908,1181827
384749,279122
130785,279122
779369,279122
1061949,1181827
450324,1205356
1180883,1181827
1167901,279122
1442480,279122
1771977,279122
941342,279122
1092157,279122
292689,279122
1179397,1181827
831664,279122
434523,279122
750673,1205356
1565343,1205356
1174557,1181827
460194,1205356
836870,279122
384329,386923
1100443,1102833
1399858,279122
483470,1181827
236062,279122
1631983,279122
1422131,279122
1063688,1181827
72205,279122
1715042,279122
1572522,279122
1063243,1181827
1580737,279122
1123536,1118496
138643,1205356
299397,279122
978397,279122
1093965,279122
610876,279122
1151526,1181827
155402,279122
1725697,279122
137838,279122
229040,279122
197583,279122
1113319,1205356
1061993,1181827
1148711,279122
1058423,1181827
1082938,1181827
354379,6283
1169907,279122
1427108,279122
259599,279122
1378814,1181827
1545187,279122
505770,279122
239962,279122
367740,1205356
322317,279122
258767,279122
1525001,1205356
262657,279122
911411,279122
322305,279122
1064591,1181827
153669,1181827
1134671,1205356
1498752,1205356
977399,279122
1610750,279122
503850,279122
60099,1205356
488566,279122
1346861,279122
1100385,279122
131045,279122
1178485,1181827
1175274,1181827
1545422,279122
893219,279122
1650262,279122
540622,279122
1131908,279122
1516203,279122
237874,279122
1726795,279122
162038,1205356
1238905,1181827
194809,1205356
253852,1181827
308623,279122
766410,1205356
80283,82123
172622,1205356
121300,279122
1005239,1005285
1176034,1181827
1469956,279122
42712,1205356
50212,1205356
249733,279122
867171,279122
288454,279122
310535,279122
297349,279122
698753,1205356
649048,279122
394790,279122
1172984,1181827
1504596,1181827
57217,1205356
11734,279122
649088,279122
1090982,279122
167054,1205356
1124648,279122
1512864,279122
1064873,1181827
271778,279122
979072,279122
65271,279122
739078,1181827
1178110,1181827
1678387,279122
1649328,1205356
49195,1205356
841908,279122
1181838,1181827
1227170,1181827
274424,279122
7813,6283
264621,1181827
1107660,279122
1101790,1102833
1400769,279122
699361,279122
1233634,279122
1423677,279122
539834,1205356
436449,1205356
1400511,279122
710663,1181827
456326,1205356
744022,1181827
263487,263687
1483328,1205356
1233644,279122
332333,279122
1101122,1205356
449921,1205356
916394,279122
1658019,279122
973233,279122
677936,1181827
1236283,1181827
267017,279122
276887,279122
1194265,1181827
1500016,1205356
280631,279122
1169642,1181827
891616,279122
1390018,279122
178704,279122
43467,1205356
1563106,279122
733600,279122
252645,279122
1062158,1181827
1547069,279122
296334,279122
211079,1205356
1024471,1181827
1066017,1181827
1182042,1181827
1106126,279122
259853,279122
598200,279122
945607,279122
1641010,279122
596169,279122
1540325,279122
1089367,279122
1685222,279122
395362,1205356
1045779,1181827
1782143,279122
1756129,279122
164135,1205356
108517,1181827
917831,279122
132872,279122
733054,279122
300738,1205356
1228634,1181827
1784301,1205356
262201,279122
1195536,1181827
338479,279122
18189,279122
1403980,279122
1056689,1181827
1531505,279122
266348,279122
450327,1205356
888676,1181827
343678,279122
6574,6283
1210772,1181827
480644,279122
705335,1205356
133153,279122
818229,279122
36425,279122
742015,1205356
1704619,1181827
954466,1205356
1301176,279122
1400094,279122
1158920,279122
346311,279122
796062,279122
397212,1205356
647762,279122
917403,279122
1661507,1205356
1208001,279122
310273,279122
1572212,279122
1057890,1181827
112406,1205356
441995,279122
1163090,1181827
120035,279122
269178,279122
515212,279122
1615949,279122
1503691,1181827
60697,1205356
1118700,1205356
1026034,1181827
377660,386923
689862,1181827
249452,279122
1182835,1181827
1424412,279122
152058,279122
1710506,279122
161633,1205356
496300,1181827
1091012,279122
1091441,279122
1593469,1181827
1179400,1181827
1068072,279122
1222207,1181827
5480,279122
1406508,279122
1504570,1181827
1179877,1181827
923563,279122
944597,279122
1177028,1181827
233954,279122
1058098,1181827
1399486,279122
1419792,279122
1560108,279122
1091915,6283
1162756,1181827
1062679,1181827
1620175,279122
1728121,279122
503802,279122
721103,279122
175942,1205356
1064084,1181827
1102833,1102833
1170139,1181827
803923,279122
401314,279122
1655034,279122
1639710,1205356
1403365,279122
1195037,1181827
1062121,1181827
289258,279122
309000,279122
1182979,1181827
743752,1181827
976298,1205356
169670,1205356
234602,279122
117491,279122
832179,1205356
1406640,279122
254067,279122
916430,279122
1175585,1181827
711497,279122
1199798,1181827
607421,279122
408896,279122
165095,279122
1400502,279122
1783731,1205356
475108,1205356
978646,279122
354227,1205356
266143,279122
6296,279122
617164,1205356
620596,1205356
1495299,279122
1005164,279122
120053,279122
243518,279122
364440,1205356
558701,279122
67015,279122
1050735,279122
1329211,279122
1773259,279122
880920,279122
1518617,279122
15368,279122
1573387,279122
1350224,1205356
1064948,1181827
1022129,1181827
828521,1205356
1116115,1205356
1419743,279122
1063530,1181827
1295618,1118496
676520,279122
224985,279122
234528,279122
1766689,1205356
285845,279122
465491,610154
305718,279122
330676,279122
597236,279122
1408709,279122
339537,279122
1539434,279122
1026747,1181827
269926,279122
1114876,279122
1061762,1181827
261611,279122
348904,279122
1614614,279122
1540082,279122
1771881,1205356
914685,279122
1400436,279122
1132065,1181827
527999,279122
628668,1181827
1060704,1181827
1179930,1181827
116473,279122
1062920,1181827
149330,279122
1268577,1181827
830482,279122
1090385,279122
1059527,1181827
1102106,1101501
276344,279122
1100334,279122
110900,279122
732428,279122
1055783,1181827
121438,279122
322363,279122
1291805,1181827
725053,1181827
782802,279122
1099352,1099572
256718,279122
1163171,1181827
1724227,1205356
110525,18857
1227205,1181827
807398,279122
456100,1205356
1583356,279122
752582,1181827
1173820,1181827
1655794,1205356
432850,279122
140102,1181827
869643,279122
15256,279122
278709,279122
133312,279122
1322063,279122
1419487,279122
755923,279122
1376717,1181827
1531327,279122
1485078,279122
360289,1205356
1226951,1181827
1025076,1181827
1537758,279122
1087967,279122
1284908,279122
2212,279122
1012288,1205356
817894,279122
1541229,279122
1634703,1205356
167320,279122
272882,279122
67324,1205356
871299,871329
342500,279122
1162732,1181827
280032,279122
64293,279122
807300,279122
870927,871329
1007132,279122
1186169,1181827
823204,279122
1091097,279122
1265513,1181827
1225439,279122
1555190,1181827
112619,1205356
46773,1205356
1400344,279122
354024,279122
978609,279122
1599469,1181827
1192605,1181827
1074371,279122
125446,279122
1081796,279122
1782865,1205356
335837,279122
147506,1181827
1606248,279122
129537,1205356
674559,1181827
1514784,279122
1233890,279122
1724379,279122
938952,279122
814097,279122
826797,279122
384896,386923
43556,279122
1092082,279122
1265763,279122
871624,871329
1780961,279122
947087,279122
36002,279122
281077,279122
718119,279122
253326,279122
380291,279122
1135993,279122
1058144,279122
1294264,279122
1425625,279122
1401133,279122
1320913,279122
116601,279122
1123863,1205356
996273,1205356
341829,1205356
162127,1205356
1116532,279122
1081638,279122
1180108,1181827
1144358,1205356
139870,1181827
1425402,279122
891475,279122
253432,279122
606657,279122
978292,279122
12456,279122
723047,279122
244793,279122
842827,1205356
1051077,279122
823731,279122
963667,279122
250138,279122
1226606,1181827
1156300,1181827
1385791,279122
1410635,1205356
1188674,1181827
673680,1181827
1408610,279122
1388750,279122
1487305,1205356
1538039,279122
270061,279122
529693,1005285
1543725,279122
1148905,1205356
564550,1181827
1059580,1181827
1102823,1101501
1408751,279122
385629,386923
1500166,1181827
1265437,1181827
113974,279122
1402491,279122
1418012,279122
511690,1205356
1083711,279122
297604,279122
1099857,279122
1400718,279122
109247,279122
267317,279122
384865,279122
1664746,279122
1017495,1181827
26201,6283
1100656,279122
1654587,279122
329983,279122
1503894,1181827
1177829,1181827
264872,263687
632477,279122
115467,279122
358900,1205356
1091088,279122
679819,1181827
824614,279122
766694,279122
1389946,279122
1218186,1205356
1339675,1205356
1644158,279122
1546219,279122
264263,279122
1684185,279122
1719326,279122
1740511,279122
504579,279122
594680,279122
1182138,1181827
1197857,1181827
912964,279122
11593,279122
712667,279122
1117762,1205356
1628660,1181827
1160933,1205356
400470,1181827
201014,279122
1651557,1205356
137336,1205356
731577,1205356
344522,279122
380422,279122
824134,279122
275936,279122
1268519,1181827
66103,279122
457053,1205356
177865,279122
299628,279122
1102582,279122
619974,1205356
1496200,1181827
19724,279122
440855,279122
1518566,279122
1100960,1101501
1356997,279122
321645,279122
266507,279122
1536687,279122
1031818,1181827
180161,1205356
1160965,1205356
1033284,279122
1785670,1205356
1400425,279122
504001,279122
924695,279122
878876,279122
1005816,279122
1259363,1205356
1606126,279122
321302,279122
301780,279122
1148798,1205356
552696,1205356
597398,279122
272314,279122
1081522,279122
322423,279122
896977,1205356
407296,279122
602196,279122
1407825,279122
1604652,279122
287585,279122
67797,279122
877109,279122
275972,279122
1166334,1181827
1094759,279122
332553,279122
1169531,279122
1215192,279122
1678431,1205356
338917,279122
1743441,279122
473316,1205356
1101209,1101933
271807,279122
1184058,1181827
1374906,1181827
1724372,279122
1180176,1181827
1403089,279122
1394022,279122
1193293,1181827
1726920,279122
620216,1205356
525148,279122
290411,279122
1391875,279122
239930,279122
266013,279122
557133,279122
1183113,1181827
583493,279122
752276,1181827
783149,279122
55682,1205356
1095407,279122
1392842,1205356
118426,279122
180087,279122
1258173,1205356
338193,279122
1092990,279122
297412,279122
802332,1205356
1543137,279122
940092,1181827
1497331,1181827
218753,1205356
474251,1205356
1160457,1205356
116404,279122
67449,279122
387969,386923
999814,279122
67788,279122
1484135,1205356
1176661,1181827
1697392,279122
1407827,279122
1103471,1101549
540113,279122
1735787,279122
1405088,279122
1465237,279122
339485,279122
1389463,1181827
322103,279122
1602782,279122
63870,279122
916668,279122
1408370,279122
174843,1205356
926302,279122
